#Data		Open
10-Jun-04	90.23
9-Jun-04	89.90
8-Jun-04	88.64
7-Jun-04	88.75
4-Jun-04	87.95
3-Jun-04	87.85
2-Jun-04	88.64
1-Jun-04	88.00
